TotalSqFeet,TotBathroom,OverallQual,GarageCars,Age,SalePrice
3564,2.5,7,2,29,
2422,3,6,2,32,
2782,2.5,7,2,20,
2028,1.5,5,2,39,
4260,3,7,4,30,
2888,2,6,2,32,
3576,3.5,8,3,12,
2688,3,5,2,34,
1872,1,4,1,39,
1728,2,5,2,37,
1470,2,6,1,35,
1470,1.5,6,1,36,
1932,2.5,5,1,36,
2311,2.5,6,2,33,
2110,2,7,2,31,
3164,3,8,3,1,
4882,3.5,8,3,1,
3900,3,9,3,1,
4598,3.5,9,3,2,
4410,3.5,10,4,2,
3745,3.5,9,3,3,
3036,2.5,8,3,1,
3480,3.5,8,3,4,
5005,3.5,10,3,5,
3178,3,8,3,4,
4128,3.5,8,3,6,
4455,2.5,8,3,5,
3724,3,9,3,0,
2734,2,7,2,3,
3600,3,9,3,0,
2684,3,8,2,1,
2684,2,8,2,1,
2390,2.5,7,2,4,
2870,3,7,3,5,
2969,3,7,3,4,
2392,2,7,2,0,
2304,2.5,6,2,4,
2560,2.5,7,2,5,
2833,2.5,7,2,5,
2708,3,7,2,0,
2874,2.5,7,2,7,
2121,2.5,7,2,6,
3359,2.5,7,2,8,
2482,2.5,7,2,9,
3372,2.5,8,2,11,
3691,2.5,9,3,8,
3988,3,8,3,10,
3189,3.5,7,2,11,
3743,2.5,8,3,13,
3277,3.5,7,3,14,
3156,3,7,3,2,
3202,3,8,3,1,
2829,3.5,8,3,0,
2920,2,8,2,1,
2735,2,8,2,0,
3320,2,8,3,1,
2436,3,7,2,0,
2531,3.5,6,2,5,
2498,2.5,7,2,4,
2350,2,6,0,2,
2324,2,7,2,1,
2363,2.5,6,2,13,
2566,3,6,2,14,
2489,2.5,7,2,13,
2504,3.5,6,2,7,
2573,3,7,2,16,
1968,2,5,1,45,
1728,2,5,1,1,
1780,2,5,1,40,
1728,1,5,1,45,
2860,2.5,6,2,34,
2642,2,5,2,36,
3613,3.5,6,2,17,
4634,3.5,9,2,14,
2480,2,7,2,3,
1800,3.5,6,2,3,
2081,2,7,2,1,
2293,3.5,6,2,9,
3252,3,9,2,8,
2620,2.5,9,2,7,
2838,2.5,9,2,7,
3114,3,9,2,8,
2076,3.5,7,2,8,
2647,3.5,7,2,7,
2546,3.5,8,2,9,
2567,3.5,8,2,8,
3363,3.5,10,2,9,
2469,2.5,8,2,13,
3938,3,9,3,31,
3097,4,8,2,1,
2764,2.5,7,2,6,
2854,2.5,6,2,39,
3480,1.5,6,2,40,
3240,2,7,2,41,
3250,2,5,2,43,
2196,1.5,5,2,40,
1837,2,5,2,3,
3456,2,5,2,43,
2495,1.5,7,2,37,
1014,1,5,1,52,
2228,2,5,2,47,
2236,2,5,1,8,
1254,1,4,1,58,
2792,2,5,2,48,
1909,2,5,1,2,
2072,1,5,1,55,
3092,2.5,6,2,9,
2352,2,5,1,51,
2688,3,5,1,10,
2965,2,6,2,50,
2208,2,5,1,50,
1602,2,5,1,56,
2304,1.5,5,2,55,
1934,1,5,2,55,
2788,2,6,2,51,
1764,2.5,5,1,26,
3648,2,5,2,51,
869,1,4,1,58,
1906,1,5,1,58,
1344,1,4,1,3,
2328,1.5,5,4,58,
1956,2,5,2,40,
2624,1.5,7,2,7,
2162,2,6,1,15,
1752,1,5,2,57,
2512,2.5,5,1,49,
2054,1.5,5,1,46,
2088,2,6,2,58,
1920,2,6,1,54,
2132,1,6,1,54,
3600,2,5,0,47,
2356,1.5,5,2,41,
1650,1.5,5,1,54,
2234,1,5,1,45,
1325,2,6,1,0,
2103,1,5,2,3,
2040,1,5,1,5,
1344,1,5,1,58,
2184,1.5,6,1,3,
2422,2,4,0,12,
2457,2,4,2,23,
2676,1,5,1,58,
1958,1.5,7,0,2,
2320,2,6,2,58,
1380,1,5,1,58,
1764,1,5,0,12,
2403,1,5,3,58,
814,1,2,1,58,
2036,2,3,0,16,
2424,2,5,2,2,
2074,1,7,1,43,
1363,1,5,1,5,
3323,2,5,2,48,
2112,1.5,5,0,3,
1809,1,2,2,58,
3808,2,7,2,9,
1968,2,5,1,49,
1962,1,4,1,2,
2151,1,5,1,25,
2340,1.5,7,1,58,
2762,2,5,1,58,
1882,1,5,1,2,
1844,1.5,6,1,8,
2653,1.5,6,1,19,
1898,1,5,2,5,
2322,2,6,1,8,
2081,2,6,1,58,
2005,1,6,1,58,
1781,2,5,1,11,
NA,NA,4,1,58,
1840,1.5,4,1,58,
808,1,5,1,13,
2998,2,7,2,58,
3002,2,5,2,58,
2526,2,6,2,4,
3226,2,6,1,25,
2405,1,6,1,58,
1536,1,6,2,58,
2304,1.5,6,1,56,
3241,2,6,2,50,
2188,2,5,2,30,
2080,1,6,2,16,
2004,3,6,1,58,
1210,1,5,2,17,
1880,2,3,0,58,
2100,1,5,1,15,
2056,2,5,2,45,
2104,2,6,2,30,
1984,2,5,1,3,
1484,1.5,6,2,30,
2146,1,5,1,41,
2186,2,5,2,24,
2440,2,5,2,58,
1920,2,5,1,5,
2176,2,6,2,52,
2709,3,5,2,48,
1926,2.5,5,3,35,
1768,1,5,3,38,
3048,3,7,2,29,
1649,1,7,1,58,
3098,2,5,0,1,
3018,2,5,1,52,
1728,2,5,0,33,
1890,1.5,6,1,7,
3891,3,6,2,6,
3228,3.5,7,2,14,
3012,2.5,7,2,14,
2709,2.5,7,2,12,
1984,2.5,7,2,1,
3230,2,8,3,1,
4547,3,9,3,0,
3517,3.5,9,3,0,
2912,3,8,3,13,
2825,3,6,2,42,
1980,2,5,2,14,
2836,3,7,2,10,
2635,3.5,6,2,11,
2434,2.5,7,2,8,
2751,3.5,7,2,7,
2038,2,5,2,30,
2152,1.5,5,2,33,
2422,3,5,2,7,
3418,2.5,7,2,7,
3304,3.5,9,3,6,
3564,3,8,3,5,
3456,2.5,7,2,5,
2614,2.5,8,2,8,
1696,2,6,2,4,
3676,4,6,3,10,
2890,2,7,2,4,
3128,2,7,3,1,
2712,2,7,2,1,
2184,1,5,1,42,
1489,1.5,5,2,32,
2254,2,6,2,32,
2146,2,6,2,31,
2082,1.5,6,2,7,
3820,NA,5,2,12,
1152,2,4,0,53,
1152,2,4,0,53,
1568,2,4,0,53,
1638,1.5,5,0,1,
1137,1.5,5,0,15,
1841,1,4,1,55,
1620,1,4,1,54,
2241,1.5,4,1,0,
2652,2,7,1,58,
2880,5,6,2,58,
1960,2,6,1,58,
1940,1,6,2,13,
2310,3,8,1,11,
2387,1,6,2,58,
2880,2,5,1,13,
2258,1,5,1,58,
2182,1.5,6,1,57,
2481,1.5,8,2,58,
2993,3.5,7,2,8,
3796,2.5,5,2,52,
1548,1,6,2,28,
1813,2,6,1,10,
1810,1,6,1,2,
1980,1,5,0,58,
2280,1.5,5,1,41,
1432,1,5,1,13,
3106,2,5,1,50,
733,1,1,2,56,
1534,1,4,1,58,
1405,1,4,1,8,
1456,1.5,4,1,58,
3244,3.5,8,2,0,
3240,3.5,7,2,3,
3872,4,7,3,11,
2730,2.5,7,3,11,
1872,3,5,2,32,
3369,3,4,2,17,
2778,3,7,2,22,
3055,3,8,3,1,
2700,3.5,8,2,1,
1794,2.5,5,2,1,
2408,2.5,7,3,0,
2990,2,6,2,19,
2512,2,6,2,22,
2872,3,8,2,5,
3341,3,6,2,8,
3612,3,8,2,1,
3928,3.5,8,3,2,
2688,4,7,4,10,
2184,1,5,0,0,
2378,3,6,2,11,
2400,2,4,3,44,
2080,1,5,2,33,
2025,2,5,1,32,
1514,2,4,1,2,
1450,2,4,1,35,
2273,2,5,1,40,
1638,2.5,6,0,1,
1632,1.5,5,1,25,
1690,1,5,1,3,
1753,1,5,2,24,
2522,2,5,1,58,
3174,2,6,2,36,
1768,2.5,6,2,10,
2086,2.5,6,2,13,
2637,3.5,6,2,7,
2244,2.5,7,2,11,
3237,3.5,6,2,4,
2355,2,7,2,14,
2545,2.5,6,2,13,
2430,2,6,2,43,
2345,3,8,2,19,
2633,2,8,2,17,
3690,4.5,8,3,2,
4998,3.5,9,3,0,
2524,2.5,5,3,17,
3224,3,9,2,1,
4454,2.5,8,2,1,
3784,3,10,3,0,
2568,3,6,2,23,
2204,2.5,7,2,4,
3193,3,7,2,22,
2710,3.5,7,2,28,
2330,2,6,2,23,
2612,3,6,2,8,
2845,2.5,6,2,36,
2552,2.5,7,2,31,
2961,3.5,6,2,33,
2347,2,5,2,17,
1828,1,5,1,5,
1828,1,4,1,46,
2674,2,6,2,6,
2742,3,6,2,9,
1617,1.5,6,1,34,
1890,1.5,6,1,34,
2116,2,7,1,29,
1976,2,5,1,41,
3606,3,9,3,0,
3388,2,8,3,0,
4230,3.5,8,3,0,
4590,3.5,9,3,0,
3658,2.5,8,3,0,
4040,3.5,10,3,1,
5104,3,9,3,0,
4462,2.5,9,3,1,
4610,4.5,10,3,0,
3734,2.5,8,2,-1,
3018,3.5,8,3,0,
3604,2.5,9,3,1,
4662,2.5,8,3,3,
3702,3.5,8,3,4,
2713,3.5,8,3,0,
3228,3,7,3,1,
3442,3,8,2,2,
3126,2.5,8,3,0,
2604,2.5,6,2,1,
2604,2.5,6,2,1,
2724,3,6,2,1,
3108,2,8,2,1,
3154,3,9,2,2,
2648,2,8,2,1,
2810,3,7,2,4,
2264,3,6,2,0,
2304,2.5,6,2,1,
2066,2,7,2,0,
2233,2.5,6,2,1,
2444,3.5,6,3,0,
2652,3,6,2,2,
2256,2.5,6,2,0,
2184,2.5,7,2,0,
2504,2,7,2,0,
2995,3,8,3,4,
2532,2,7,2,0,
1954,3,7,2,2,
1758,3.5,7,2,3,
3035,2.5,7,2,1,
1778,2.5,7,2,4,
2795,2.5,7,2,4,
2849,2.5,7,2,5,
2605,3.5,6,2,7,
2585,2.5,6,2,7,
4330,3.5,8,3,9,
4486,3.5,9,3,9,
3971,3.5,8,3,8,
3451,2.5,7,3,9,
3307,3.5,8,2,14,
3863,2.5,8,3,10,
2738,2,7,2,0,
3084,3,8,3,0,
3058,2,8,2,1,
3932,3,10,3,0,
3056,4,7,2,0,
3076,3,8,2,2,
3000,3,7,2,1,
2959,2.5,7,3,1,
3132,2.5,8,3,1,
2676,2,8,2,0,
2670,2,7,2,0,
2688,2.5,8,2,0,
2313,3,5,2,0,
2835,3.5,8,3,0,
3158,2,8,2,0,
3370,2,8,3,1,
3601,2.5,6,3,3,
2200,1.5,6,0,0,
2286,1.5,7,0,1,
2188,2,5,2,3,
2947,2,7,2,1,
2684,2.5,6,2,10,
1896,1.5,6,1,27,
1788,2,5,1,30,
2080,2.5,5,2,39,
3726,3.5,7,2,17,
2074,2,5,2,33,
2099,2,6,2,1,
2756,3,8,2,3,
2292,3,8,2,0,
3076,3,8,2,0,
2704,3,7,2,0,
3100,2.5,8,2,0,
2245,3.5,6,2,8,
2329,2.5,6,2,7,
2697,2,7,2,7,
3102,3.5,8,2,3,
3582,3.5,8,2,9,
2988,2.5,8,2,12,
4364,3.5,7,2,27,
4958,3,8,2,26,
2064,2.5,6,2,39,
3419,3.5,6,2,37,
2055,2,6,2,38,
2590,2.5,6,2,39,
2734,2,7,2,20,
3188,2,7,2,14,
3223,3.5,7,2,14,
2186,3,6,2,41,
2104,2,6,1,44,
2056,2,5,1,14,
1224,2,4,3,43,
1968,1,5,2,51,
2051,2,5,2,46,
1928,1,5,2,46,
1788,1,5,1,47,
2374,2.5,7,2,41,
2084,2,6,2,42,
2999,2.5,6,2,10,
2504,1.5,6,1,43,
3244,2.5,6,2,16,
1730,1,5,2,11,
1332,1.5,3,0,57,
1040,2,3,0,57,
1616,1,5,1,7,
2228,2,5,1,52,
3120,2,5,3,39,
2073,2.5,5,2,41,
2472,2,6,2,46,
1872,2,6,1,8,
2016,2,5,1,51,
2106,2,5,2,44,
2288,1,5,1,47,
3052,1,6,2,38,
1844,2,5,1,50,
2615,1,5,1,32,
2432,2,5,1,52,
2018,1.5,5,1,1,
3120,2,5,2,49,
1896,1,6,2,55,
2080,1.5,6,1,54,
1850,2,5,1,4,
2730,2,4,1,52,
1848,2,5,1,52,
2752,2,4,1,54,
1848,1,5,1,55,
2469,2,4,0,1,
2944,2,5,1,3,
3752,3.5,5,3,0,
2432,3,4,2,14,
2270,1.5,5,0,8,
2376,2.5,7,1,8,
1808,1.5,5,1,46,
1904,2,6,1,39,
2102,1.5,5,1,57,
2080,2,5,1,4,
2340,1.5,5,1,49,
2484,2.5,5,1,47,
2754,2,5,1,47,
925,1,5,1,46,
1728,1,5,1,45,
1832,2,5,1,45,
1810,1,5,2,27,
2141,1,6,2,57,
2044,2,5,1,57,
1934,1,5,1,17,
1880,1,5,2,57,
1854,1,5,2,1,
1711,1,4,1,57,
2873,2.5,4,2,57,
2497,2.5,8,2,8,
2370,2,6,1,57,
1848,1,5,2,57,
2576,2,6,2,17,
2045,1.5,5,1,2,
3273,2,7,2,20,
968,1,4,1,51,
1382,2,4,1,5,
1816,2,5,1,13,
2345,2,5,1,57,
2002,2,5,1,9,
1832,1.5,6,1,57,
1768,1,5,1,57,
2270,2.5,6,2,57,
1994,2,5,1,55,
2392,1,5,1,15,
2037,2,5,2,57,
3364,2.5,6,1,12,
2144,1,6,2,57,
2066,1,5,2,57,
2016,2.5,7,2,17,
1765,2,5,1,57,
2183,1,5,1,57,
3035,3,6,2,44,
2928,1.5,7,1,2,
3318,1.5,6,2,57,
2123,3,4,2,49,
2255,2,4,1,57,
3272,2.5,7,2,27,
1954,2,5,1,28,
1924,2,5,1,44,
2872,2,5,2,27,
2010,2,4,2,43,
2000,2.5,5,2,6,
2080,2,5,1,41,
1636,2,5,2,17,
1773,1,5,1,39,
1886,2,5,2,40,
1824,2,5,1,41,
2615,2,5,1,9,
3325,3,5,2,11,
1982,1.5,7,1,9,
2266,1,6,2,12,
2334,2,5,1,9,
998,1,4,2,57,
2712,2,6,2,23,
1734,2,5,2,2,
2703,2,5,2,54,
1726,1,4,1,57,
3710,3,6,2,13,
2614,1.5,6,1,53,
1728,1.5,5,1,49,
943,1,4,1,13,
2076,2,5,1,23,
2684,2,5,1,56,
2560,2,5,1,13,
2313,2,4,1,57,
2927,2,6,2,23,
2737,3.5,7,2,6,
3294,2,8,3,0,
4280,2.5,8,3,0,
3294,2,8,3,0,
3092,2,7,3,1,
2989,2,8,2,1,
2540,2,7,2,1,
2674,2.5,7,2,1,
2802,3.5,7,2,19,
2709,2.5,8,2,31,
2044,1.5,5,2,13,
1943,3.5,6,2,1,
1980,2,5,1,13,
2194,2.5,5,1,11,
2861,2.5,7,2,8,
2606,3.5,7,2,8,
2535,2.5,7,2,6,
2827,3.5,7,2,7,
1758,1,5,2,33,
2040,2,5,2,31,
2004,2,5,2,30,
2080,1.5,5,2,30,
1783,2,5,1,30,
1743,1,5,2,32,
1728,2,5,2,7,
1260,1,4,2,1,
3346,3,7,2,7,
2911,3.5,7,2,4,
2589,2.5,7,2,5,
3148,2,8,2,12,
3970,3.5,8,2,6,
2852,3.5,7,2,5,
2682,2.5,8,2,7,
2214,2.5,7,2,0,
2359,3,7,2,2,
2660,2,6,2,0,
2229,2.5,7,2,1,
2304,2.5,5,2,2,
1872,2,5,1,40,
2176,1,4,2,44,
2252,2,5,2,57,
2358,1,6,2,47,
2004,2,6,2,31,
2233,2.5,5,2,28,
2142,3.5,5,2,1,
10190,4,10,3,-2,
1619,2,6,2,2,
1920,2,5,1,7,
1152,2,4,0,52,
2390,2,5,0,57,
1525,2,6,1,12,
1536,1,4,1,52,
1728,2,4,2,52,
3888,4,5,0,57,
2712,1,5,1,57,
1949,2,6,1,2,
1629,2,7,1,12,
2021,1,6,1,57,
2147,1,6,1,16,
2569,2.5,7,2,15,
1226,1.5,5,2,56,
2685,2,4,1,4,
2083,2,5,2,57,
3120,1.5,6,2,47,
2976,2.5,6,2,39,
1561,1,6,2,27,
3360,2,4,2,11,
2024,2,8,2,19,
3392,2,7,2,36,
3005,2.5,8,2,21,
1935,1,6,2,57,
2537,2,5,0,4,
2687,2,5,NA,8,
1632,1,5,1,57,
845,1,2,1,57,
2948,2,5,0,1,
2146,2,4,2,27,
1838,1,5,1,0,
3198,3.5,8,2,0,
2300,3,6,2,28,
2833,2,5,3,5,
2818,2.5,7,2,5,
2932,3,7,2,15,
1770,1.5,7,1,32,
1996,2,6,2,33,
3002,3,7,2,20,
2864,2.5,6,2,12,
3378,2,7,2,0,
3110,2,8,2,0,
2505,2.5,7,2,22,
2579,2,8,2,6,
3844,3,8,3,5,
2982,2,6,2,11,
3608,4.5,7,2,3,
3648,2,10,3,0,
2034,1,3,4,54,
1856,2.5,6,2,10,
1638,1.5,4,1,35,
1522,2,4,1,37,
1638,1.5,4,0,37,
1638,1.5,4,1,31,
1931,2,5,2,30,
2600,4,6,2,30,
2836,2.5,5,2,13,
2148,2.5,5,2,30,
1592,1.5,5,0,36,
3004,1,4,1,46,
2268,2.5,5,2,4,
1632,2,5,1,24,
1751,1.5,5,1,23,
2471,3,6,2,52,
2032,2,6,1,50,
3414,1.5,5,3,49,
3095,2.5,6,2,49,
3702,2,7,2,37,
2338,3.5,6,2,8,
2452,2.5,6,2,11,
2597,2.5,6,2,10,
3138,2.5,8,2,1,
3912,3.5,7,3,0,
4749,2.5,8,2,12,
2329,2.5,6,2,12,
2395,2,8,2,19,
4196,4.5,9,3,0,
4918,3.5,10,3,0,
3567,2.5,9,3,0,
4548,3.5,10,3,0,
4185,3.5,9,3,0,
3428,3,9,2,1,
3910,3.5,9,3,1,
2090,2,6,2,26,
2802,2.5,7,2,28,
2130,2,7,2,30,
3278,3.5,7,2,0,
2550,3,6,2,6,
2206,2,6,2,32,
1738,1.5,4,2,35,
2906,3,6,2,4,
1617,1.5,6,2,33,
2130,1.5,5,2,33,
1524,1.5,6,1,34,
1431,1.5,6,1,34,
1617,1.5,6,1,34,
2138,2.5,6,2,31,
2330,2,5,1,31,
2110,3,7,1,30,
2311,2.5,6,2,30,
4327,3.5,9,3,0,
3236,2,8,3,2,
3461,2,7,3,0,
3736,3,9,3,1,
3296,2.5,9,3,0,
3697,3.5,9,2,0,
3462,2.5,8,2,0,
3443,2.5,8,3,0,
3882,3.5,8,3,0,
3584,3,9,3,0,
3560,3,9,3,1,
3334,3.5,8,3,2,
3125,3,9,2,1,
3372,3,9,3,0,
3332,3,9,2,0,
2184,2.5,6,2,0,
2230,2.5,7,2,0,
2652,2,6,2,0,
3425,2.5,8,3,1,
2230,2.5,7,2,0,
2584,3,7,2,0,
2879,3,7,2,4,
2913,3,7,2,2,
2284,2,7,2,0,
2446,2.5,7,2,1,
2871,2.5,6,2,6,
3357,3.5,7,3,0,
3020,3.5,8,3,8,
3394,3.5,8,3,6,
4395,3.5,9,3,6,
4068,2.5,8,3,11,
5233,4.5,9,3,12,
3784,3.5,8,3,11,
4085,3.5,8,3,13,
3064,2.5,8,2,0,
3340,3.5,8,3,0,
3008,2,8,2,0,
2556,2,8,2,0,
4676,4.5,9,3,0,
2574,2.5,6,2,1,
2284,1.5,6,0,1,
2800,2,7,2,0,
2262,1.5,6,0,0,
2577,2.5,7,2,1,
2369,2.5,7,2,1,
2778,2.5,6,2,8,
2567,3.5,6,2,13,
2796,3,6,2,15,
2434,2,6,2,15,
1956,2.5,6,2,12,
1976,2,5,2,44,
1654,2,6,2,29,
2075,1,5,2,4,
1968,1,5,1,41,
1791,1,5,1,38,
1850,2,5,2,43,
2048,1.5,5,1,41,
1824,1,5,0,42,
1853,1,5,1,39,
4394,4,7,2,32,
4160,3.5,8,3,13,
2286,1.5,7,2,2,
1823,2.5,7,2,1,
2280,2.5,6,2,6,
1610,2.5,7,2,3,
2263,2.5,7,1,8,
3136,2,8,2,4,
2346,3,5,2,34,
2668,3,7,2,39,
2102,2,5,2,38,
2670,2.5,5,2,38,
1952,2,6,2,2,
1731,2,5,1,38,
2102,2,5,1,40,
2282,2,5,1,39,
2752,3,6,1,6,
2496,2.5,6,2,42,
2160,1.5,5,2,42,
2496,2,5,1,46,
1632,2,6,1,56,
1981,1,5,1,56,
2684,2,5,2,16,
3068,2,5,1,54,
2272,2,5,1,55,
2432,1.5,5,1,33,
1872,1,5,1,31,
3168,2,5,2,39,
2492,2,6,2,42,
2016,1,6,2,43,
2543,1.5,5,1,49,
2457,1.5,6,2,48,
2428,2,5,1,50,
2248,2,6,1,12,
2100,2,6,1,6,
2016,2,5,1,3,
1791,1.5,6,2,55,
1446,1,5,2,50,
2010,1,5,1,50,
2112,2.5,5,1,51,
1768,2,5,1,15,
2968,2.5,7,3,43,
2399,2,5,2,5,
4811,4.5,5,3,31,
2096,1.5,6,2,56,
1426,1,3,1,5,
1430,1,3,2,56,
1168,1,4,1,8,
2258,2,6,2,56,
2837,1.5,4,2,56,
2229,1.5,6,1,43,
2342,1.5,6,1,21,
3086,3,6,2,14,
1472,2,7,2,47,
3886,4,7,2,8,
2431,1.5,4,1,56,
1040,2,3,2,56,
3112,2,5,0,46,
2300,1,5,1,45,
2090,2,7,2,44,
1728,1.5,5,1,44,
2050,2,5,0,44,
2730,2,5,2,1,
2880,2,5,1,56,
2804,1,4,1,26,
2196,1.5,6,2,2,
2140,2,7,2,36,
1506,1,7,1,56,
2889,2,4,2,56,
2064,1,6,1,56,
1688,1,5,1,56,
1440,1,4,1,56,
2114,1,3,1,56,
1920,2,5,2,51,
2382,1.5,5,2,56,
984,2,3,1,56,
1952,1.5,6,1,56,
1638,1,3,1,56,
3330,2,7,2,1,
1872,2,5,0,56,
1920,1,5,2,48,
2040,1,3,0,56,
2675,1,6,1,10,
1890,2,3,1,56,
2065,1,5,1,22,
1632,1,5,1,56,
4081,2,6,2,44,
2026,2,4,2,56,
1726,1,5,1,2,
1429,1,5,0,56,
1968,1,6,1,56,
2228,2,5,1,55,
3842,2,6,2,42,
1640,1,5,2,56,
1032,1,5,1,56,
1709,1,5,1,56,
2146,3,7,1,2,
2128,1.5,5,2,39,
1846,1.5,6,1,42,
2118,2,5,1,40,
2634,2.5,5,2,39,
2000,2,6,2,28,
3934,2,5,2,29,
3898,2,5,2,29,
1744,1,5,1,56,
3695,2,7,2,39,
2000,2,5,2,43,
1592,2,5,2,34,
2130,3.5,7,1,25,
2317,1.5,4,2,52,
1949,1,5,1,56,
2681,2,6,3,56,
5508,3.5,6,2,16,
3336,2.5,5,2,44,
1488,1,5,2,4,
2114,1.5,5,1,7,
2609,1.5,6,1,53,
3427,2.5,6,2,17,
2784,4,6,4,13,
3184,2.5,7,3,0,
2416,2,7,2,1,
3682,3,6,2,0,
3160,3.5,8,3,0,
2754,2.5,7,2,0,
3228,2,7,2,1,
2380,2.5,7,2,1,
2776,3,6,2,38,
2200,1.5,5,2,10,
2280,2.5,6,2,11,
2850,3,7,2,8,
2591,2.5,7,2,7,
2730,3.5,7,2,6,
2063,1.5,6,1,29,
2277,2.5,6,3,28,
1728,1,5,1,34,
2588,2.5,7,2,4,
2595,3.5,6,2,7,
2706,2.5,8,2,4,
2781,2.5,7,2,4,
3304,3.5,8,3,7,
3114,2.5,7,2,9,
2993,3,7,3,8,
2925,3.5,7,2,10,
1696,2,6,2,3,
2780,3,7,2,3,
2588,2.5,7,2,0,
2395,2.5,7,2,1,
2672,3,7,2,0,
2112,3,4,2,6,
1988,3,6,0,31,
2352,2,5,1,37,
2520,2.5,7,2,2,
1828,2,6,0,4,
3464,2.5,7,2,1,
1619,2,6,2,0,
2679,2,7,2,2,
1560,1,4,1,56,
2170,2,6,2,56,
2762,1.5,4,1,56,
2436,2.5,4,2,38,
2278,1,4,0,56,
996,1,2,1,51,
1889,1,4,1,13,
2609,3,5,1,56,
2120,2,6,1,56,
2103,2,7,1,9,
2265,1,6,1,56,
2454,1.5,7,1,56,
2457,2,5,1,56,
2112,1,5,1,56,
2367,1.5,6,1,56,
2618,1.5,5,1,56,
2693,2,7,2,56,
2246,1.5,7,3,16,
2498,1.5,6,2,47,
3483,3,5,1,43,
1952,2,5,1,56,
2146,1.5,6,2,56,
1104,1,4,0,56,
1282,1,4,1,56,
2605,2,6,1,49,
729,1,3,0,56,
2056,2,5,0,55,
1152,1,3,0,56,
3351,4,8,2,0,
3240,3.5,8,2,1,
3250,2.5,6,2,27,
3328,2,6,2,28,
2982,2,8,2,5,
2338,3,6,2,31,
3282,2,6,2,48,
2784,3,6,2,6,
3688,3,8,3,0,
3676,3,9,3,0,
1600,1.5,1,1,55,
2656,4,7,4,9,
1568,1.5,5,1,29,
1738,2,5,1,3,
3304,2,5,3,36,
1260,2,4,0,36,
1638,1.5,4,1,34,
2464,2,5,1,27,
1638,1.5,4,1,36,
1638,1.5,4,0,36,
1638,1.5,4,0,36,
1638,1.5,4,1,36,
2448,2,5,2,10,
1882,1.5,5,0,14,
2996,2.5,7,3,12,
